0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2.5542126,-0.7719383,0.7093841,-0.008759439,0.8015491,0.6928441,0.6048059,2.3120482,1.1785208,0.9708377,-2.2917104,-1.4089183,-1.6049304,0.4166013,1.0081034,-0.949144,2.2697165,-1.1938727,1.0004727,-0.9810323,-0.075021535,-0.10336022,-0.15505959,-2.7159312,-3.150999,0.9108475,-2.1795716,0.6220047,0.44863686,1.2761333,2.0353944,-1.8111174
2.5541058,-0.77184635,0.7092429,-0.008986738,0.8019293,0.6928875,0.6049972,2.3119872,1.1784353,0.9706863,-2.2916365,-1.4089394,-1.6048642,0.41669917,1.0080798,-0.9491818,2.2692375,-1.1937968,1.0003055,-0.9810572,-0.075061575,-0.10329716,-0.1553497,-2.7160716,-3.1507287,0.9104676,-2.179282,0.62233776,0.44862908,1.2761875,2.035422,-1.8110167
2.55349,-0.77125484,0.70932513,-0.00832054,0.80156904,0.69322526,0.6046959,2.3123405,1.1785091,0.97083664,-2.2919676,-1.4087968,-1.604718,0.41599572,1.0081885,-0.94902956,2.2691972,-1.1940172,1.0002074,-0.98110855,-0.07568098,-0.103320196,-0.15521668,-2.7156274,-3.1506114,0.9103506,-2.1792898,0.62189204,0.44876704,1.2764851,2.035181,-1.8110404
2.5539124,-0.7716277,0.70973015,-0.009033214,0.8015011,0.69321597,0.6046603,2.3121414,1.1784714,0.97067183,-2.2917645,-1.4087309,-1.6046643,0.41609824,1.0079851,-0.94902515,2.2695549,-1.1935722,1.0004398,-0.9811469,-0.07502762,-0.103896886,-0.1549667,-2.7157648,-3.1508605,0.91113573,-2.179399,0.6221344,0.44869897,1.2758462,2.0354617,-1.8111455
2.553705,-0.77216876,0.70988363,-0.008422077,0.80094635,0.6931141,0.6046367,2.3124537,1.1785669,0.9706765,-2.2920325,-1.4087822,-1.6044065,0.41632587,1.0082878,-0.9492161,2.2694976,-1.1935399,1.0003468,-0.98128486,-0.075476505,-0.103759006,-0.15513176,-2.7157943,-3.1506937,0.91087186,-2.1798651,0.6217318,0.44889164,1.2760478,2.0350928,-1.8113658
2.5548072,-0.77173567,0.7101529,-0.009676449,0.8019719,0.69322556,0.60435385,2.3115458,1.1786906,0.9700953,-2.2912402,-1.4084749,-1.6053113,0.41613007,1.0069451,-0.94930077,2.2707653,-1.193198,1.0008385,-0.9809483,-0.073973514,-0.10468644,-0.15451705,-2.7156918,-3.1520734,0.9124141,-2.179698,0.622116,0.44815576,1.2757928,2.0355065,-1.8107909
2.554008,-0.7713739,0.7096437,-0.008993447,0.80182326,0.6931643,0.6048127,2.3120606,1.1786704,0.97076243,-2.2916603,-1.4089087,-1.604888,0.41640568,1.0076702,-0.9492763,2.2697287,-1.1938679,1.0005132,-0.98084384,-0.07484718,-0.10375586,-0.15510097,-2.715929,-3.1509228,0.91095275,-2.1795354,0.62198806,0.44845638,1.2762915,2.03524,-1.8111129
2.554127,-0.7710906,0.70937896,-0.009427793,0.8018896,0.69298285,0.6048399,2.3117957,1.178359,0.9707805,-2.291446,-1.4089663,-1.6048926,0.41628987,1.0075308,-0.9491651,2.2693985,-1.1937822,1.000692,-0.9807028,-0.07457977,-0.10383862,-0.15491785,-2.715943,-3.1508303,0.9108771,-2.1792576,0.6221514,0.4483577,1.276125,2.0357287,-1.8112624
2.5535214,-0.77126634,0.70935744,-0.0089103915,0.80149615,0.6931412,0.6046832,2.312112,1.1786411,0.9709969,-2.291961,-1.4090159,-1.6048528,0.41597205,1.0080987,-0.9488386,2.269038,-1.1941859,1.0004205,-0.981142,-0.07510708,-0.103202984,-0.15515275,-2.7159452,-3.150429,0.9106418,-2.179067,0.6223621,0.4487145,1.2761258,2.0355666,-1.8113009
2.553987,-0.7714939,0.7099744,-0.008970711,0.8015291,0.69343233,0.604299,2.312121,1.1787912,0.97061473,-2.2918744,-1.4086088,-1.6049699,0.4157598,1.0077403,-0.9489968,2.270003,-1.1937096,1.000668,-0.9811398,-0.074828304,-0.10395953,-0.1548205,-2.715579,-3.151308,0.9116814,-2.1793294,0.62207437,0.44867924,1.2758209,2.0356405,-1.811059
