PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,target
0.7574719,-0.52939796,1.1186303,-2.7563279,-0.012225866,1.0996629,-0.7096751,-1.1193013,0.1702337,-0.64223325,-0.8066504,0.031293098,0.9710594,0.59390473
0.7611762,-0.5384986,1.1190248,-2.761555,-0.0100005865,1.0837781,-0.69210243,-1.075764,0.18543114,-0.6538596,-0.75576997,0.03871515,1.0525289,0.5683849
0.7617916,-0.53393424,1.1182392,-2.7726488,-0.013977289,1.0878483,-0.6897435,-1.0864866,0.18671434,-0.64818853,-0.7730964,0.035264667,1.063515,0.5660654
0.7640166,-0.5356633,1.1244985,-2.7654033,-0.005595088,1.0687605,-0.68648493,-1.0670426,0.20098042,-0.6784606,-0.7170316,0.026402064,1.1213131,0.5730249
0.7644998,-0.5362472,1.1250983,-2.7665393,-0.0043002963,1.0688676,-0.6867013,-1.0693979,0.20332378,-0.67791355,-0.7206134,0.024394937,1.1243814,0.58230484
0.7639797,-0.5379925,1.1297243,-2.7657807,-0.0053392053,1.0862578,-0.6738373,-1.0684605,0.1927158,-0.6584997,-0.73083854,0.043670177,1.0967044,0.5985447
0.76389325,-0.54030645,1.1280917,-2.7639315,-0.0028079152,1.0900866,-0.6646017,-1.0741255,0.18910573,-0.6613648,-0.7220515,0.056300383,1.0923213,0.61246467
0.762871,-0.5448552,1.1182257,-2.74372,0.011905074,1.0738086,-0.693377,-1.1018419,0.20013246,-0.69025946,-0.71626693,0.045901608,1.0575594,0.61478466
0.7633556,-0.5511864,1.1148317,-2.7501621,0.017121732,1.0728309,-0.6973331,-1.1064892,0.21102977,-0.6782166,-0.71996063,0.048678573,1.0621942,0.6031847
0.7631124,-0.5497553,1.1094003,-2.7598045,0.011410058,1.0761857,-0.70369804,-1.1099262,0.21186835,-0.66193885,-0.759827,0.04118501,1.0489503,0.59390473
0.76347136,-0.5502689,1.1161311,-2.7654543,0.013558686,1.0724329,-0.71513736,-1.106983,0.21468416,-0.64575046,-0.7695314,0.01765665,1.056227,0.5730249
0.7667074,-0.5552247,1.114554,-2.7806454,0.0020629764,1.0723823,-0.68712795,-1.0567591,0.21569522,-0.63353014,-0.7622832,0.031198949,1.1128595,0.5707049
0.76707184,-0.55748415,1.1107639,-2.779068,0.0034088492,1.0711226,-0.6862209,-1.0557921,0.21824181,-0.6366024,-0.7621621,0.03751702,1.1117752,0.57998484
0.7688025,-0.54625803,1.1174417,-2.7648587,6.2167645e-05,1.0668901,-0.67294765,-1.050185,0.21009724,-0.67939204,-0.73129255,0.040618867,1.1361563,0.58230484
0.7694979,-0.5544137,1.1149786,-2.7559133,0.0075269938,1.0650058,-0.6715735,-1.0460379,0.21430993,-0.68378776,-0.71503425,0.054025516,1.1274385,0.6008647
0.7654147,-0.5423983,1.1235324,-2.7401996,0.010039151,1.0867206,-0.6785681,-1.0975988,0.1879136,-0.68334305,-0.7465168,0.05138962,1.0358163,0.6031847
0.76604354,-0.5555528,1.1087632,-2.7224345,0.015221596,1.0714763,-0.68255794,-1.074775,0.18826503,-0.70082605,-0.7290423,0.064189225,1.0192196,0.6055047
0.76323485,-0.55254394,1.1024489,-2.7065878,0.014950335,1.087901,-0.71984065,-1.1210873,0.16640906,-0.6781858,-0.81130546,0.06468356,0.9018266,0.6031847
0.7637943,-0.5655558,1.0951186,-2.7079973,0.022711992,1.0784508,-0.7294252,-1.1138783,0.17415889,-0.66483015,-0.8071217,0.06166957,0.89984214,0.6078247
0.76423573,-0.553028,1.1008443,-2.7183006,0.0057135224,1.0954083,-0.71148574,-1.1033053,0.15944389,-0.65342075,-0.8415901,0.066637546,0.90349835,0.58926475
0.76447093,-0.5658108,1.0957406,-2.7205513,0.015057027,1.0885773,-0.7195293,-1.100801,0.16996624,-0.6395663,-0.837087,0.065509826,0.90320474,0.57998484
0.7668561,-0.55797786,1.1013829,-2.7322416,0.010188878,1.0884734,-0.7078332,-1.0988841,0.17325622,-0.64622986,-0.8257256,0.06268495,0.95422536,0.5869448
0.7670766,-0.55570835,1.1001391,-2.7276275,0.008409083,1.0874827,-0.70536757,-1.0963984,0.17135644,-0.6577916,-0.82853866,0.06440331,0.9536341,0.57766485
0.7675873,-0.55108255,1.1109595,-2.7401187,0.014223099,1.0871491,-0.69934595,-1.111202,0.18538715,-0.6595865,-0.81001127,0.047530007,0.99286157,0.57998484
0.7675661,-0.5383011,1.1298703,-2.7434754,0.0113194585,1.1015632,-0.6899184,-1.123642,0.1725247,-0.6526312,-0.81009626,0.039094836,0.99612707,0.5985447
0.7694341,-0.548473,1.1325699,-2.7414887,0.022478819,1.0813116,-0.6715127,-1.0888051,0.19298092,-0.67690325,-0.7353544,0.036812115,1.0619055,0.61478466
0.77056885,-0.54306495,1.1283768,-2.736109,0.016256452,1.0797561,-0.66724086,-1.0856186,0.18914305,-0.6976135,-0.7442419,0.03956989,1.0631603,0.6101447
0.7697588,-0.555993,1.1192586,-2.7430975,0.026646256,1.0825146,-0.6921904,-1.112797,0.19549926,-0.66071063,-0.77405167,0.046081353,1.0334984,0.61246467
0.77090085,-0.5485736,1.1189916,-2.7476673,0.018700063,1.0789603,-0.6972345,-1.1093748,0.1925361,-0.6638763,-0.7963808,0.028920274,1.0431828,0.5962248
0.77278614,-0.5515353,1.1217544,-2.7500832,0.015865743,1.0750567,-0.6746427,-1.0727012,0.19687803,-0.67139137,-0.76703393,0.039338183,1.0884945,0.5683849
0.77399623,-0.5518194,1.1181636,-2.7615252,0.014492691,1.0732799,-0.6807821,-1.0777347,0.20542023,-0.66101044,-0.7864526,0.031188168,1.1007923,0.5683849
0.77563286,-0.5522956,1.1278651,-2.7614684,0.018519104,1.0670542,-0.66911614,-1.0590768,0.21086985,-0.6700825,-0.74569154,0.027701028,1.1448154,0.57998484
0.775445,-0.5465748,1.1349717,-2.7611604,0.01677376,1.0726962,-0.66187036,-1.0653214,0.20222881,-0.67355865,-0.74662095,0.022949472,1.1463614,0.5869448
0.7750982,-0.552224,1.1331476,-2.7567883,0.022465825,1.0802637,-0.6637498,-1.0785596,0.19757585,-0.66227984,-0.7504925,0.039011914,1.11865,0.6078247
0.7754245,-0.54141194,1.1461802,-2.751449,0.018696189,1.0911475,-0.65085554,-1.08396,0.18080287,-0.66971445,-0.74296665,0.0401829,1.1143411,0.61942416
0.7742553,-0.5497281,1.1425593,-2.740773,0.035002768,1.0776412,-0.6598394,-1.094897,0.19565794,-0.6879755,-0.71080554,0.032989766,1.1082597,0.61478466
0.77528524,-0.5472951,1.1403154,-2.7431304,0.032521904,1.0773052,-0.6603806,-1.096627,0.19929028,-0.691774,-0.7223132,0.033432383,1.1139698,0.6031847
0.77456665,-0.54844403,1.1358628,-2.7463994,0.031665444,1.0805607,-0.6713519,-1.1069655,0.19557177,-0.67503387,-0.75352263,0.028196797,1.0869026,0.5962248
0.77541876,-0.55149627,1.1317248,-2.7361474,0.031660438,1.0693527,-0.67910707,-1.0894238,0.19440773,-0.6860093,-0.75329775,0.021359745,1.0818388,0.5869448
0.77614546,-0.5577916,1.1283882,-2.7393627,0.02420038,1.0783614,-0.6688765,-1.0665116,0.18019114,-0.661345,-0.7751515,0.036695242,1.068721,0.57766485
0.77698267,-0.5585652,1.122726,-2.7385206,0.02431035,1.0795959,-0.66556025,-1.068505,0.18574989,-0.66761315,-0.77707565,0.051412426,1.0686846,0.58926475
0.77656734,-0.55238247,1.1225307,-2.727604,0.026076913,1.0761881,-0.6801132,-1.0863945,0.18535328,-0.68558514,-0.79219544,0.038592923,1.0431573,0.58926475
0.77621686,-0.55837,1.1220591,-2.7312863,0.032232344,1.0795989,-0.67488205,-1.0958004,0.18685533,-0.6767655,-0.785118,0.044904426,1.0427938,0.5962248
0.7765708,-0.5450296,1.1417186,-2.727139,0.031580865,1.0915253,-0.66522205,-1.1085653,0.17350803,-0.68306357,-0.77001333,0.041586287,1.0494132,0.6008647
0.77683437,-0.5609958,1.1312485,-2.720481,0.04166478,1.0814455,-0.6705998,-1.0983038,0.18121344,-0.6804127,-0.7547564,0.051224902,1.0399506,0.6078247
0.7749922,-0.5557037,1.1271536,-2.7083476,0.04317236,1.0814475,-0.68303704,-1.1211481,0.1769116,-0.69649076,-0.7769323,0.042719703,0.99419934,0.61246467
0.7755244,-0.5689422,1.1172744,-2.7081003,0.051075578,1.0731653,-0.6895778,-1.1157951,0.18717991,-0.68908316,-0.77164096,0.048684426,0.99135023,0.61478466
0.77662075,-0.5589547,1.1166924,-2.710336,0.034774482,1.0842357,-0.6905447,-1.1107259,0.16764054,-0.6781792,-0.8221369,0.05002588,0.9714871,0.5962248
0.7767905,-0.5692956,1.1138275,-2.6991534,0.042702556,1.0754929,-0.6959232,-1.0972135,0.16951016,-0.6804975,-0.8063217,0.051699825,0.9609918,0.57998484
0.77699935,-0.5670304,1.111435,-2.7095544,0.032900512,1.0914254,-0.6892984,-1.0979755,0.16036123,-0.6546991,-0.84968317,0.061881036,0.93894225,0.57998484
0.7777108,-0.5661206,1.1121789,-2.6963112,0.032193065,1.0885566,-0.6859201,-1.0872989,0.1512552,-0.6709233,-0.83954126,0.064987704,0.9293409,0.57998484
0.77600753,-0.5589288,1.1138402,-2.6889336,0.034722805,1.0928677,-0.69536555,-1.1171131,0.14577842,-0.6807525,-0.8561274,0.057106152,0.8953905,0.5846248
0.7759464,-0.5544721,1.1231163,-2.6882558,0.0353629,1.1006303,-0.6880487,-1.1235573,0.13807572,-0.67828625,-0.8504128,0.057288177,0.8938675,0.6055047
0.7767552,-0.5547721,1.1305203,-2.6848733,0.03968513,1.1042839,-0.6741705,-1.1218827,0.13385358,-0.6835565,-0.8176014,0.07026541,0.9113797,0.6171042
0.7774594,-0.553177,1.1320069,-2.6883824,0.03822595,1.1027186,-0.67724156,-1.1219935,0.13290578,-0.68038917,-0.8272583,0.058285274,0.9170756,0.6171042
0.777305,-0.55630344,1.1291554,-2.6969788,0.044404685,1.10082,-0.67838395,-1.1332796,0.15034483,-0.677374,-0.82633805,0.057406176,0.9297503,0.61478466
0.7778939,-0.5503697,1.1345823,-2.7087352,0.039932072,1.1025412,-0.6815109,-1.1388426,0.14550442,-0.6634928,-0.8443498,0.036472604,0.94109124,0.6008647
0.7817979,-0.555677,1.1369075,-2.7144125,0.043344855,1.0799577,-0.6726481,-1.0996299,0.16873612,-0.6841378,-0.793539,0.02879205,1.0342449,0.5730249
0.78169787,-0.55867875,1.1325082,-2.727725,0.0451048,1.0802883,-0.6756599,-1.1097498,0.17877924,-0.6699452,-0.80873305,0.025594547,1.0455773,0.5730249
0.78474987,-0.5644769,1.1326745,-2.7328572,0.043441355,1.0732596,-0.6603682,-1.0707428,0.19192499,-0.67212373,-0.7847191,0.034065336,1.0948493,0.58926475
0.78499126,-0.5631904,1.1335893,-2.7425385,0.0437603,1.077984,-0.6578131,-1.0836945,0.19668378,-0.66495407,-0.79620653,0.03255244,1.1047997,0.5869448
0.7856393,-0.5645346,1.13546,-2.7459486,0.050397813,1.0740772,-0.6544597,-1.0907564,0.20855485,-0.67264813,-0.77597255,0.031175323,1.1298298,0.6101447
0.7858788,-0.55742896,1.1417408,-2.73977,0.047888696,1.0815606,-0.6430938,-1.0948808,0.19874611,-0.68506473,-0.7705287,0.038506385,1.1260619,0.61942416
0.7862382,-0.56890345,1.1311669,-2.726707,0.062274218,1.0625695,-0.65380013,-1.0984302,0.21216127,-0.70959884,-0.73632705,0.04060106,1.1299547,0.6171042
0.7869108,-0.5616414,1.1358279,-2.7247894,0.05810547,1.0625132,-0.6564112,-1.0946553,0.21095486,-0.715785,-0.7469989,0.032261588,1.1338643,0.6078247
0.78485394,-0.57047534,1.1286647,-2.732977,0.06164682,1.072277,-0.66749763,-1.1112845,0.21087171,-0.6771975,-0.7904222,0.031129833,1.0811074,0.6078247
0.7857127,-0.56560415,1.1329453,-2.735847,0.057516396,1.0681293,-0.67521,-1.1057491,0.2073686,-0.6736869,-0.80551404,0.009374501,1.088057,0.59390473
0.78900135,-0.56891614,1.1362002,-2.7449076,0.049349308,1.0729743,-0.6512847,-1.0676011,0.20412783,-0.6619851,-0.7932658,0.030155355,1.1353419,0.58230484
0.7892678,-0.56829953,1.1328247,-2.7522173,0.048185647,1.075197,-0.6486714,-1.0752027,0.20651215,-0.6581423,-0.8030047,0.03255864,1.1414523,0.5962248
0.79098856,-0.56245786,1.1448932,-2.7443328,0.050527453,1.0665159,-0.6367712,-1.0619953,0.20508757,-0.6869684,-0.75726247,0.021376155,1.1814362,0.58926475
0.7908857,-0.56487817,1.1457105,-2.7432873,0.055053055,1.0723604,-0.62875855,-1.070271,0.2066459,-0.6873145,-0.7484013,0.034909766,1.1788442,0.5915848
0.7887845,-0.55833244,1.1527022,-2.734026,0.06276816,1.0753837,-0.6389202,-1.1030498,0.20249227,-0.69710076,-0.74818546,0.022845928,1.1485103,0.6031847
0.7894758,-0.5658789,1.1495702,-2.7218618,0.06779009,1.0698402,-0.6379211,-1.091599,0.19762397,-0.7038433,-0.72964066,0.030704461,1.1355178,0.6171042
0.788713,-0.5675801,1.1384788,-2.709218,0.06527579,1.0725983,-0.6544448,-1.1005039,0.18758108,-0.7029732,-0.77157855,0.038496744,1.0787681,0.6171042
0.7892983,-0.57658046,1.1324027,-2.7079387,0.071395874,1.0674982,-0.65883696,-1.0966041,0.19588794,-0.69851226,-0.76703787,0.044807743,1.0762894,0.6171042
0.78816426,-0.57213056,1.1254239,-2.7003222,0.06437111,1.0712726,-0.6724925,-1.1042197,0.18328057,-0.6962635,-0.8168964,0.0375682,1.0206752,0.6055047
0.788066,-0.5812809,1.1223797,-2.7042577,0.071946084,1.0690163,-0.6755487,-1.107491,0.19135939,-0.68426394,-0.8139515,0.038736507,1.0219465,0.57998484
0.7895895,-0.5801089,1.1230974,-2.7182667,0.06514281,1.07806,-0.6705266,-1.1035783,0.189318,-0.6613829,-0.8368626,0.045375697,1.0367813,0.57766485
0.7898158,-0.58004695,1.1287898,-2.7201757,0.06766665,1.0790967,-0.67348194,-1.1044743,0.1902086,-0.6525576,-0.83792716,0.037603237,1.0389878,0.5846248
0.7920259,-0.57362527,1.1353604,-2.7269275,0.06364852,1.0719211,-0.65517056,-1.0869185,0.19690268,-0.6740569,-0.81093955,0.02714322,1.0992416,0.59390473
0.7914618,-0.5730379,1.1437414,-2.73927,0.06806463,1.0841016,-0.6475917,-1.106863,0.1968075,-0.652496,-0.8096163,0.028902717,1.1050049,0.6101447
0.7942749,-0.5670718,1.1575171,-2.7414412,0.07223147,1.0766836,-0.62264216,-1.0935109,0.20868188,-0.68492687,-0.7401452,0.032178804,1.1911513,0.62174416
0.79499805,-0.57096136,1.1521794,-2.7319593,0.07269037,1.0688578,-0.62390125,-1.0814435,0.20423996,-0.6966587,-0.73487425,0.03202008,1.1843122,0.62406415
0.79344213,-0.56632626,1.1499254,-2.725468,0.07562113,1.0738977,-0.6392453,-1.1120305,0.20335935,-0.69835067,-0.76467514,0.025597755,1.1343168,0.61246467
0.7933363,-0.5636934,1.1542321,-2.7261944,0.07492739,1.0745908,-0.6396439,-1.1110392,0.1985178,-0.694477,-0.7671124,0.01762644,1.1350245,0.6008647
0.7953135,-0.5617725,1.1596534,-2.7207222,0.06987047,1.0655544,-0.6363747,-1.0794098,0.19126989,-0.7032561,-0.7561574,0.0049927714,1.1567893,0.58230484
0.7955617,-0.563461,1.1575454,-2.720825,0.07117325,1.0649825,-0.63580906,-1.0797411,0.19288717,-0.70330024,-0.75710005,0.0075723687,1.1569968,0.58230484
0.7954266,-0.5722465,1.1492835,-2.7245572,0.068892896,1.0758754,-0.637079,-1.0776689,0.18561181,-0.672336,-0.79210544,0.024939707,1.120779,0.5915848
0.79574585,-0.5648812,1.1553583,-2.7226713,0.06572074,1.0823599,-0.62903607,-1.0828608,0.17823455,-0.6798346,-0.79355353,0.026291126,1.1214651,0.5915848
0.79615617,-0.5645246,1.1592945,-2.7289457,0.072919965,1.0825336,-0.6271558,-1.100541,0.19028306,-0.68250436,-0.7803385,0.023165897,1.141565,0.6101447
0.796095,-0.555592,1.169744,-2.7387047,0.07037771,1.0942508,-0.61991405,-1.1167951,0.18609653,-0.6732418,-0.789813,0.017891752,1.1506735,0.6101447
0.79792273,-0.5647927,1.1709201,-2.738906,0.08588493,1.0707055,-0.6200403,-1.1059637,0.21159767,-0.6958216,-0.72543603,0.0076947603,1.2183313,0.61478466
0.7988354,-0.5641302,1.1677101,-2.7560494,0.08434081,1.0697789,-0.6283045,-1.1161513,0.22558792,-0.6812442,-0.75407207,-0.0046135723,1.237512,0.61246467
0.8016013,-0.5712107,1.172025,-2.773449,0.08605784,1.0577807,-0.616583,-1.0835689,0.24184355,-0.67078775,-0.72409433,-0.018162135,1.3093694,0.6171042
0.80155563,-0.5649937,1.1721195,-2.7772143,0.08228737,1.0622749,-0.61247885,-1.0902337,0.24335757,-0.67551684,-0.73625416,-0.015440531,1.3156623,0.6008647
0.8046297,-0.57503456,1.1682159,-2.779671,0.08540338,1.0439332,-0.6066389,-1.0530239,0.26093262,-0.68569845,-0.7037295,-0.016369889,1.372512,0.58926475
0.8053067,-0.5741704,1.1654795,-2.7865624,0.08451837,1.0461326,-0.60565114,-1.0602386,0.2663393,-0.6823864,-0.71467495,-0.013507151,1.3796586,0.5962248
0.8063816,-0.57698613,1.1644357,-2.783333,0.08685452,1.0395337,-0.5992682,-1.0484402,0.27157998,-0.6959711,-0.69539505,-0.010614632,1.4009428,0.5869448
0.80687606,-0.5783779,1.1648691,-2.7803652,0.08887255,1.0396694,-0.5974289,-1.0484433,0.2715157,-0.69906884,-0.69232583,-0.008041061,1.3994762,0.58926475
0.80639136,-0.57876766,1.1705645,-2.778172,0.09424412,1.0462515,-0.601318,-1.0645688,0.26533252,-0.68821526,-0.6928449,-0.0069276723,1.3819932,0.6055047
0.80682814,-0.580011,1.1674829,-2.7639456,0.0937866,1.0407621,-0.5983838,-1.0512158,0.2563428,-0.70598096,-0.6818356,-0.0014690429,1.3705415,0.62174416
0.8058605,-0.58273137,1.1598825,-2.750919,0.09476763,1.0481107,-0.60973954,-1.0636015,0.24835831,-0.70194095,-0.713287,0.011701478,1.3087722,0.61478466
0.805742,-0.5807672,1.1625997,-2.7461329,0.09385282,1.0496157,-0.603155,-1.0620375,0.23647511,-0.7068019,-0.7063752,0.011769562,1.3031005,0.61942416
0.8041903,-0.5763036,1.1610969,-2.7368383,0.09281987,1.0562376,-0.6237246,-1.0852407,0.22300363,-0.69808364,-0.7504875,0.0019382611,1.2379718,0.6055047
0.8040762,-0.57745594,1.16106,-2.7193284,0.09459609,1.054418,-0.6168715,-1.0736625,0.21307082,-0.7170745,-0.7306955,0.014211524,1.2222967,0.57766485
0.8031807,-0.5821938,1.1530054,-2.712689,0.089799166,1.0660465,-0.627102,-1.075343,0.19591524,-0.69109154,-0.7839656,0.022655876,1.148036,0.57766485
0.8035991,-0.5810982,1.1537622,-2.701784,0.08912808,1.0648098,-0.6224679,-1.0672503,0.1864811,-0.70405257,-0.7740295,0.026784241,1.1389792,0.5915848
0.8016257,-0.5772415,1.1523776,-2.6866837,0.08520132,1.0780629,-0.6325766,-1.0835971,0.16215812,-0.69674104,-0.8177061,0.031378057,1.0607758,0.5915848
0.80198646,-0.5793395,1.1550573,-2.6855054,0.089331865,1.0826753,-0.62718403,-1.0887508,0.16168784,-0.6936663,-0.8085725,0.040161345,1.0576255,0.61246467
0.80052924,-0.5733333,1.160383,-2.6760726,0.092686534,1.0939783,-0.627547,-1.1169953,0.14962557,-0.6982548,-0.8136645,0.04455937,1.0182408,0.62406415
0.8006922,-0.5808151,1.153189,-2.6668067,0.096313834,1.0863918,-0.6282456,-1.1062875,0.14836822,-0.7069229,-0.8036236,0.050122406,1.0094489,0.62174416
0.8000494,-0.5769917,1.1491674,-2.6698904,0.09465611,1.0954624,-0.6434841,-1.1324806,0.15027042,-0.69403464,-0.8520273,0.048681896,0.9718692,0.6101447
0.79945767,-0.57819146,1.1562365,-2.682775,0.09817797,1.100337,-0.64366007,-1.1438994,0.14763327,-0.6683692,-0.85535616,0.03530052,0.9784878,0.6031847
0.8026899,-0.57528263,1.1615103,-2.6856868,0.09561771,1.080089,-0.636186,-1.1079133,0.15892126,-0.692771,-0.8186854,0.015541593,1.0535861,0.59390473
0.80249345,-0.5773937,1.164281,-2.688133,0.099921286,1.082567,-0.6363435,-1.1124454,0.1632152,-0.68491775,-0.8173915,0.016077925,1.0551924,0.5846248
0.8047168,-0.57616717,1.1669909,-2.7024899,0.09186798,1.0913188,-0.6161387,-1.0964894,0.16104876,-0.6711288,-0.8195974,0.02829073,1.0897096,0.5962248
0.80642784,-0.57672876,1.164485,-2.6970644,0.0880605,1.0930326,-0.62598264,-1.0916456,0.15824415,-0.67597914,-0.8292954,0.020775389,1.0931904,0.59390473
0.8101195,-0.5774098,1.1578636,-2.6760948,0.081121266,1.0980598,-0.6321826,-1.0793695,0.1515521,-0.7146234,-0.807481,0.0239157,1.1197572,0.6008647
0.8159977,-0.5778101,1.1384426,-2.620411,0.060358703,1.1079746,-0.6533977,-1.0415173,0.12144905,-0.78300315,-0.80464536,0.04055442,1.0999639,0.6055047
0.82289565,-0.6128532,1.0606006,-2.47673,0.047481954,1.0803788,-0.71478474,-0.9532274,0.082370415,-0.94452727,-0.7781115,0.10620831,0.9633134,0.61246467
0.83708274,-0.6528707,0.9463157,-2.2499177,0.009754419,1.0136148,-0.7670022,-0.7403922,0.020674495,-1.2481253,-0.69252664,0.21706438,0.83318734,0.61478466
0.8282095,-0.7377998,0.73636025,-1.9548862,-0.018001914,1.0576475,-1.0121477,-0.77399594,-0.14127849,-1.3429959,-1.0925002,0.40250957,-0.06271358,0.6171042
0.8458401,-0.8169858,0.55127186,-1.6854656,-0.049660265,0.9330381,-1.0910629,-0.49661636,-0.16053113,-1.7261611,-1.0032089,0.5636418,-0.21599121,0.6031847
0.9238037,-0.88242686,0.48981696,-1.5283407,-0.07465166,0.47871503,-0.7708136,0.45840108,0.13836816,-2.637853,0.24933033,0.6420853,1.402739,0.5915848
0.9390267,-1.0083466,0.26145822,-1.3670641,-0.0671832,0.31806216,-0.8875575,0.6746972,0.26126194,-2.9039354,0.24906535,0.79511625,1.3311719,0.58926475
1.0000559,-1.0954039,0.18838757,-1.4309754,-0.050234318,-0.06406722,-0.6752596,1.322053,0.68627536,-3.4470253,1.1255507,0.78357553,2.8400164,0.5869448
1.0062538,-1.2305009,0.0011970997,-1.5361328,0.0001617074,-0.17553736,-0.8295152,1.3146372,0.97297573,-3.3684425,0.92790884,0.8153752,2.9680543,0.5915848
1.0003515,-1.3718907,-0.18151867,-1.6986885,0.06689453,-0.21676254,-1.0486463,1.1398034,1.2457869,-3.0940602,0.51733917,0.82625026,2.8708436,0.6101447
1.0020204,-1.4769722,-0.30502367,-1.9170074,0.12175733,-0.264697,-1.1848594,1.0109355,1.5430295,-2.8565726,0.25982222,0.7951025,3.0744317,0.62174416
0.9560689,-1.6145322,-0.5115682,-2.1091573,0.20071995,-0.07316506,-1.6500239,0.33403528,1.6516117,-2.120404,-0.88730854,0.78540057,1.9935291,0.62174416
0.95511115,-1.684498,-0.577994,-2.3618891,0.24611694,-0.07731688,-1.7664742,0.15886965,1.9076005,-1.8194917,-1.15235,0.70636445,2.2152975,0.61942416
0.891307,-1.7837102,-0.7678392,-2.4953816,0.3017159,0.23375973,-2.2914922,-0.6878181,1.8471313,-0.96695715,-2.5728586,0.7106905,0.61970603,0.6031847
0.88983405,-1.8098516,-0.7784996,-2.6761808,0.3258825,0.2521884,-2.3601823,-0.8223998,1.9909462,-0.7385578,-2.7504427,0.62613493,0.7741822,0.57998484
0.9403211,-1.7768116,-0.64238834,-2.8985264,0.31563443,0.03963293,-2.0322855,-0.35428345,2.2836924,-1.0144887,-1.9019305,0.49105734,2.3743439,0.57998484
0.9376919,-1.765123,-0.6088878,-3.0085943,0.321382,0.08444032,-2.0413346,-0.45893857,2.3201666,-0.8650525,-1.9849043,0.42962095,2.4581409,0.5962248
0.97013843,-1.695832,-0.45783508,-3.1080055,0.3034231,-0.031699136,-1.7752156,-0.14857791,2.4349823,-1.1186086,-1.3271143,0.32328948,3.4997456,0.59390473
0.9666772,-1.6414914,-0.37001383,-3.1083517,0.28982037,0.03608519,-1.7162356,-0.19342193,2.3381972,-1.0883656,-1.2748501,0.2937151,3.4811983,0.61478466
0.97313106,-1.5454142,-0.2343136,-3.0476182,0.25739276,0.053695336,-1.5551155,-0.092792735,2.2123103,-1.2649667,-0.95313036,0.2569498,3.693081,0.62406415
0.97060585,-1.4579182,-0.11845136,-2.9070506,0.22003347,0.11471951,-1.4404501,-0.03205064,1.9830124,-1.4031684,-0.7598077,0.2707873,3.552719,0.61942416
0.9450729,-1.3659723,-0.051597655,-2.6892602,0.17552447,0.28448027,-1.4722328,-0.20279208,1.6206216,-1.4011989,-0.98650974,0.3213802,2.7131572,0.61246467
0.94325805,-1.2595242,0.07672423,-2.475754,0.12347573,0.34084234,-1.3296986,-0.08553189,1.323619,-1.6300882,-0.72522324,0.35868528,2.510951,0.61478466
0.89725196,-1.1850736,0.08392584,-2.1829834,0.067073405,0.6194526,-1.5056756,-0.43751803,0.8166219,-1.4449733,-1.3853995,0.47203845,0.96629936,0.6008647
0.8962579,-1.0953006,0.18717426,-1.9724656,0.021526456,0.66199684,-1.3748522,-0.31683552,0.5514731,-1.6793661,-1.1358727,0.5286457,0.7703518,0.58926475
0.8930234,-1.019748,0.27287364,-1.8303779,-0.019023657,0.719735,-1.2794397,-0.25942904,0.33232334,-1.8093969,-1.0007589,0.5652128,0.5800294,0.6031847
0.8917886,-0.9615352,0.34851384,-1.7522409,-0.044106066,0.760965,-1.2101526,-0.22956315,0.19285429,-1.8859243,-0.893093,0.5654747,0.5023456,0.59390473
0.91255474,-0.90694475,0.46138972,-1.7906239,-0.05828929,0.6919309,-1.0083516,-0.0123283565,0.2335455,-2.085225,-0.4087073,0.5131531,1.1686025,0.5985447
0.88806486,-0.89290404,0.50001895,-1.8655684,-0.039741993,0.733266,-1.0043333,-0.0894249,0.24868156,-1.9627178,-0.44742244,0.45736054,1.210091,0.6078247
0.8472314,-0.9193158,0.4782417,-1.9635442,0.010306835,0.8368368,-1.1519128,-0.39355785,0.26746473,-1.6367743,-0.82121104,0.40707693,0.8374509,0.62174416
0.821656,-0.93062556,0.46271574,-2.1160023,0.03939295,0.8829311,-1.1610578,-0.5424888,0.38353524,-1.4611646,-0.9486868,0.3962172,0.9474767,0.6403041
0.7628695,-0.9571345,0.2885828,-2.24109,0.10656583,1.1532936,-1.2079425,-1.2456033,0.49326217,-1.2117313,-1.5033706,0.781566,0.2861523,1.3664533
0.73515415,-0.9431012,0.15339643,-2.398842,0.11913705,1.3758794,-0.93177176,-1.6495945,0.6649241,-1.262759,-1.5524733,1.3296684,0.3666715,2.6540344
0.80198824,-1.084086,0.04579878,-2.7356203,-0.2849143,1.8211023,0.29391074,-0.37558198,0.4642652,-0.871866,-1.312555,2.7417133,1.519764,4.2988906
0.7756499,-1.0478647,-0.093462765,-2.823709,-0.28436878,2.0872707,0.6677897,-0.79413944,0.58058625,-1.055435,-1.2640378,3.4383304,1.5333593,5.9205465
0.8594178,-1.3308784,-0.20084023,-3.2083075,-0.97643447,2.8532891,2.151587,1.3262281,-0.16925973,0.20473038,-1.7132823,5.247436,2.1156306,7.498123
0.83299387,-1.2796463,-0.30114853,-3.2311723,-0.9853029,3.0841446,2.4940267,1.0066867,-0.12229629,-0.011323188,-1.6198716,5.856467,2.0799854,8.855303
0.87916696,-1.4666339,-0.36943805,-3.4558806,-1.5314565,3.7689347,3.6540465,2.540895,-0.8302798,0.9745289,-2.0747464,7.3205705,2.1757894,10.061686
