PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,target
0.45863235,0.05704975,0.016490877,1.4567784,-4.8601394,-1.1465168,-0.21132368,0.0953165,-0.023199555,-0.8128524,-0.33844116,-0.022728536,0.2517323,-0.29696217
0.4550171,0.041765213,0.0404073,1.4667215,-4.83473,-1.1354936,-0.2025323,0.08706401,-0.031692933,-0.7824562,-0.27502826,-0.015407399,0.22713919,-0.2876822
0.4505217,-0.016528606,0.028318167,1.4609281,-4.788654,-1.1317558,-0.20053723,0.079483196,-0.0091767125,-0.7021482,-0.2090494,0.023558252,0.17020644,-0.26448277
0.45134008,-0.008090496,0.027247906,1.4711435,-4.7926044,-1.1277072,-0.197135,0.08216657,0.0008306317,-0.72946864,-0.20963547,0.044510454,0.16792469,-0.26216277
0.450657,-0.016108632,0.021500349,1.4634906,-4.775264,-1.1511258,-0.19669259,0.06830408,0.03147849,-0.75610536,-0.15235987,0.024180077,0.21703537,-0.25056285
0.45041692,-0.017609239,0.014954269,1.4399318,-4.776926,-1.1489078,-0.19988015,0.05389683,0.037990518,-0.7304983,-0.16980828,0.015212001,0.23085554,-0.24128288
0.4495889,0.01026547,0.026339948,1.4674886,-4.791346,-1.1242437,-0.22738996,0.0155811235,0.002909273,-0.74257463,-0.24016148,0.024320453,0.13956286,-0.22736298
0.44809294,-0.013436198,0.0063725114,1.4709917,-4.7799625,-1.1401638,-0.23018426,0.027417406,0.0024511889,-0.7342,-0.21441077,0.03619634,0.12282446,-0.24824288
0.45491397,-0.019568563,-0.025030077,1.4726615,-4.7907214,-1.1936315,-0.24548237,0.10302806,0.042671144,-0.79156137,-0.18959449,0.033154164,0.22703697,-0.2598428
0.45646095,0.0055012703,-0.021782577,1.4762359,-4.810057,-1.1910635,-0.24595575,0.109032795,0.041598506,-0.8240842,-0.22103657,0.030851852,0.23696439,-0.27376273
0.4620589,0.045567393,-0.036005914,1.4588568,-4.868042,-1.2064618,-0.18509269,0.1884352,0.023509445,-0.90907234,-0.24213901,0.006726832,0.33428735,-0.27144277
0.46338546,0.06729746,-0.02459246,1.4827842,-4.8811584,-1.2057368,-0.18423848,0.20854536,0.013992461,-0.9544674,-0.2442847,0.004850605,0.3270049,-0.29232213
0.46435308,0.087239385,0.02173382,1.4862041,-4.8862023,-1.2032849,-0.1302328,0.25716308,-0.006694069,-0.9853176,-0.14271668,-0.013945012,0.42156172,-0.29232213
0.46280062,0.052661777,0.0017198324,1.4746352,-4.863333,-1.2085261,-0.1286966,0.24716142,0.0058672354,-0.9458979,-0.10535164,0.013196503,0.40809512,-0.27376273
0.46196592,0.024618864,0.019169867,1.5031391,-4.8226633,-1.204222,-0.16541801,0.22209054,0.007785067,-0.90681523,-0.03787613,0.051401976,0.37700588,-0.27840224
0.4597795,0.017663002,0.026130676,1.4796435,-4.8152742,-1.197098,-0.16114306,0.19882342,-0.00048804097,-0.8638019,-0.032286983,0.032870688,0.38380253,-0.27144277
0.4583192,0.028543234,0.02852267,1.4539405,-4.822111,-1.1770161,-0.17387486,0.15123281,-0.0097544715,-0.82314825,-0.0908746,0.0136335865,0.35936624,-0.26680273
0.45852947,0.048782706,0.05667925,1.474941,-4.825685,-1.1643736,-0.1684331,0.1580542,-0.020001277,-0.84713864,-0.074522,0.011618327,0.34958422,-0.26216277
0.45293057,0.016972184,0.013577938,1.4519217,-4.8154764,-1.1740206,-0.16201809,0.15690628,0.0115982825,-0.81560194,-0.104925916,0.014097585,0.28487307,-0.28304225
0.4566126,0.031597853,-0.009045899,1.4402102,-4.838049,-1.1972457,-0.19694862,0.18101743,0.043960772,-0.83722883,-0.18215859,-0.0070273266,0.31565553,-0.3016021
0.46002054,0.06639111,-0.027920365,1.4237262,-4.8870254,-1.1868514,-0.2115238,0.18127555,0.019782474,-0.8460456,-0.31818354,-0.0029204614,0.31561297,-0.30624214
0.4600277,0.06876695,-0.040333927,1.3909026,-4.896083,-1.184282,-0.20901862,0.15828991,0.019151235,-0.8236585,-0.3519791,-0.018120738,0.33827877,-0.29928213
0.45886695,0.12404728,-0.021677375,1.4018658,-4.93306,-1.1457366,-0.24115375,0.09856109,-0.02449967,-0.8349064,-0.5004113,-0.039033983,0.24375464,-0.31552202
0.45431828,0.09804177,-0.00043213367,1.3958038,-4.900082,-1.134092,-0.23449399,0.07789059,-0.028413609,-0.7737061,-0.43588552,-0.037059996,0.22452997,-0.3085621
0.4481423,0.027584314,-0.024032056,1.389461,-4.8436165,-1.128149,-0.259623,0.040146977,-0.0014833454,-0.66587716,-0.39771295,0.010638065,0.1251281,-0.28304225
0.44980526,0.03955078,-0.021769524,1.4049907,-4.850358,-1.1285355,-0.26257753,0.05291602,0.0068682805,-0.6991915,-0.40237018,0.021815775,0.122632325,-0.27144277
0.44796133,0.036862493,-0.024500191,1.3893343,-4.8399963,-1.1372497,-0.24686173,0.032430753,0.025387987,-0.714266,-0.36178216,0.0034064818,0.15739106,-0.26448277
0.4489572,0.051949143,-0.026464999,1.3815159,-4.85416,-1.1333884,-0.24460877,0.029574811,0.020712133,-0.7246003,-0.38501614,-0.0033310384,0.16724657,-0.2598428
0.44805086,0.08334601,-0.013977885,1.4218277,-4.871569,-1.1192625,-0.24384503,0.022180475,-0.018571224,-0.779836,-0.408061,0.0026517264,0.09118715,-0.24128288
0.4470353,0.06023097,-0.03596896,1.4200222,-4.8618326,-1.1368487,-0.25211188,0.03517738,-0.01446693,-0.76459205,-0.39146703,0.011174184,0.07893416,-0.25520277
0.4563434,0.060719967,-0.04733318,1.4275246,-4.86998,-1.1912887,-0.24736124,0.12507425,0.021204779,-0.84485984,-0.3006758,0.019274585,0.2527212,-0.2807222
0.45665872,0.07397723,-0.04955578,1.4253259,-4.8821507,-1.1928134,-0.24901488,0.12812728,0.020239718,-0.8614447,-0.3240274,0.013293392,0.26089036,-0.27840224
0.46078312,0.11549032,-0.052407026,1.4045814,-4.930333,-1.1926744,-0.20145404,0.16252464,-0.0017339773,-0.92148966,-0.35568112,-0.011253601,0.33396906,-0.27840224
0.45984364,0.14028776,-0.011392951,1.420888,-4.932181,-1.17089,-0.19170079,0.1590114,-0.017436389,-0.9330186,-0.3355645,-0.020561717,0.32623732,-0.29232213
0.45451713,0.11358523,0.011729479,1.4208397,-4.8997564,-1.160016,-0.16559273,0.16051286,-0.019348681,-0.8858908,-0.25122938,-0.022473875,0.2968068,-0.29232213
0.45364594,0.08573496,-0.008030772,1.4225218,-4.8832903,-1.1730518,-0.17076787,0.16937926,-0.009508461,-0.86904734,-0.21982124,-0.002668264,0.27993935,-0.27144277
0.45490074,0.051425576,-0.0037285686,1.4492654,-4.8436813,-1.179343,-0.20061292,0.1589503,0.0019428041,-0.8458433,-0.13478103,0.051478755,0.28162497,-0.2598428
0.45444596,0.05383897,-0.0056248903,1.4287455,-4.847958,-1.1733366,-0.19352764,0.13947615,-0.0059964955,-0.82929456,-0.14717914,0.03875117,0.29340398,-0.2528828
0.4547801,0.09124529,-0.0038277507,1.4111292,-4.8719544,-1.170444,-0.19336961,0.111130014,-0.0027864352,-0.8658004,-0.19882376,-0.00042951983,0.31496006,-0.24824288
0.4543631,0.103544116,0.01444,1.428747,-4.872591,-1.161013,-0.18617012,0.11666207,-0.011295877,-0.88371444,-0.17839588,0.009233802,0.30193174,-0.23432298
0.45145643,0.09178388,-0.00572443,1.411043,-4.8666177,-1.1720171,-0.19147599,0.106984586,0.009978771,-0.8695854,-0.19399232,-0.0073329173,0.2817688,-0.23896292
0.45315874,0.09942424,-0.022245646,1.394755,-4.8790665,-1.1826361,-0.21089417,0.11098763,0.03640666,-0.87480664,-0.2462314,-0.015365445,0.30629325,-0.26912278
0.45393813,0.10874498,-0.043003917,1.3797145,-4.9042296,-1.1759366,-0.23533002,0.10655674,0.02543727,-0.8503944,-0.35509074,-0.013217968,0.27456027,-0.26912278
0.45458686,0.11517978,-0.043927312,1.3571444,-4.9115577,-1.1706814,-0.23479678,0.090406954,0.023589991,-0.8323957,-0.37810838,-0.028728686,0.29111385,-0.26680273
0.45111668,0.14913487,-0.027193666,1.3720638,-4.9354906,-1.1284937,-0.24723683,0.051967442,-0.020849433,-0.8207594,-0.4867523,-0.029295422,0.17104033,-0.27840224
0.4471376,0.12896729,-0.0067836046,1.3774163,-4.9087214,-1.1174653,-0.23401287,0.04048571,-0.037772298,-0.7801662,-0.4162496,-0.02158156,0.14303666,-0.2807222
0.44579875,0.06401372,-0.030641735,1.393165,-4.8545265,-1.1486374,-0.25267664,0.05333972,-0.0013197828,-0.7502324,-0.29966262,0.02060689,0.13628274,-0.25752285
0.44675875,0.08065784,-0.016843736,1.418549,-4.8599133,-1.1411575,-0.24529228,0.06418644,-0.0049020518,-0.79149395,-0.28616142,0.03702045,0.1244216,-0.24360284
0.44705474,0.07553899,-0.0035240054,1.3953909,-4.847725,-1.1582884,-0.19256957,0.08892618,0.016860997,-0.8169937,-0.16568543,0.013532297,0.24502604,-0.23896292
0.44772816,0.091380835,0.006226957,1.3830411,-4.857811,-1.1503277,-0.19418164,0.0809142,0.013634272,-0.810969,-0.18729097,-0.00559061,0.25859576,-0.24128288
0.4436735,0.10169649,0.0271039,1.4026254,-4.854222,-1.1208373,-0.20970929,0.043364868,-0.017275207,-0.7862059,-0.21909063,0.001274224,0.16115162,-0.23896292
0.44381964,0.07905018,-0.0087118745,1.383418,-4.8514023,-1.1418642,-0.22177365,0.046615273,-0.0029676016,-0.7684447,-0.23446062,0.0028834043,0.16772619,-0.24824288
0.44760334,0.069271326,-0.02502817,1.3862785,-4.854982,-1.1585457,-0.26260796,0.078230694,0.016447634,-0.75292164,-0.27151525,0.01653555,0.17844424,-0.27840224
0.44874525,0.082453966,-0.038689494,1.3821409,-4.873222,-1.1681185,-0.26754564,0.087230146,0.015603883,-0.7781906,-0.30950516,0.0084461365,0.19052835,-0.28304225
0.45199764,0.11134267,-0.065885246,1.3549529,-4.9182525,-1.1727287,-0.24628372,0.11058906,0.01665484,-0.819713,-0.38997367,-0.001049368,0.23623331,-0.2807222
0.45181322,0.14137769,-0.026554346,1.3771024,-4.92604,-1.1540276,-0.23564538,0.112822324,-0.0033040624,-0.8489499,-0.37687397,-0.012417877,0.2290109,-0.28304225
0.44682968,0.120883346,-0.011572957,1.3700317,-4.900531,-1.146324,-0.19851123,0.109043,-0.004058419,-0.82114244,-0.29407293,-0.013223001,0.21846218,-0.2876822
0.4473132,0.09886789,-0.03695947,1.372552,-4.890939,-1.1649929,-0.21357408,0.12711851,0.01716024,-0.81691766,-0.283895,0.004253734,0.20921539,-0.26680273
0.4486475,0.082214475,-0.019860148,1.4019626,-4.8606806,-1.1699687,-0.22882143,0.12046476,0.020301236,-0.821958,-0.19394015,0.03585188,0.2242317,-0.24824288
0.4466802,0.07679713,-0.0204764,1.3753108,-4.8572764,-1.160285,-0.21783341,0.09192318,0.011050808,-0.78607845,-0.193166,0.0266248,0.23280533,-0.24592292
0.4469602,0.108842134,-0.012951076,1.3684665,-4.8742495,-1.1452156,-0.23741291,0.045069322,-0.0006575193,-0.79520774,-0.2556661,0.0071536074,0.216756,-0.24824288
0.44615996,0.11386621,0.004580736,1.3962431,-4.871052,-1.1441447,-0.23247938,0.064673126,-0.02011576,-0.81446326,-0.21746679,0.010148162,0.1912304,-0.23664294
0.4466611,0.09887779,-0.033920705,1.3775252,-4.879249,-1.173482,-0.21472904,0.11130352,0.008326653,-0.83376366,-0.21541718,0.0070950217,0.22423057,-0.25056285
0.4490087,0.12275207,-0.040275276,1.3771828,-4.899658,-1.1774687,-0.22874655,0.123248056,0.029805146,-0.8676187,-0.26664925,0.0092973085,0.24304731,-0.27608225
0.45272422,0.15899765,-0.043560505,1.3587166,-4.941704,-1.1838974,-0.20328638,0.15535024,0.015297482,-0.9151753,-0.30734664,-0.016238974,0.3144992,-0.2807222
0.4525187,0.1596582,-0.047585666,1.3464028,-4.9451823,-1.1837658,-0.20260832,0.14906603,0.010429753,-0.9049951,-0.31555825,-0.027514799,0.32046276,-0.2807222
0.4516052,0.19290757,-0.007388234,1.369556,-4.957676,-1.1451184,-0.21462272,0.11692494,-0.038466606,-0.89638084,-0.35935465,-0.027063882,0.25483096,-0.27840224
0.44644296,0.1618576,0.0060218573,1.3533311,-4.9240174,-1.1304697,-0.1996626,0.08487277,-0.047041863,-0.8245049,-0.29290193,-0.018025331,0.23634769,-0.27840224
0.44242704,0.09992707,-0.012775838,1.3668163,-4.8687444,-1.1379371,-0.24641962,0.057676032,-0.018949531,-0.74636585,-0.24804288,0.019080147,0.14293666,-0.26448277
0.44307506,0.11838329,-0.0059318542,1.3725687,-4.8789706,-1.1293193,-0.23996519,0.054129988,-0.01691347,-0.7752661,-0.26108748,0.027023898,0.14818951,-0.24360284
0.44196546,0.12062061,-0.012816846,1.3419449,-4.879217,-1.1426499,-0.21582371,0.04765816,0.004389383,-0.7906432,-0.23576505,-0.009892471,0.2066495,-0.23664294
0.4441707,0.14162397,-0.010371268,1.3387827,-4.8947687,-1.1368277,-0.21780771,0.04655713,0.011410105,-0.8119387,-0.2665259,-0.011769594,0.2207327,-0.24360284
0.4404415,0.14602482,-0.0023329854,1.3626409,-4.8920646,-1.1269482,-0.23487635,0.03511329,-0.008316806,-0.8075554,-0.29113498,-0.015217237,0.13100183,-0.23432298
0.4406582,0.12252402,-0.042639554,1.3378143,-4.8895717,-1.1474742,-0.24739853,0.033777297,0.012596981,-0.7863139,-0.3137209,-0.0072938367,0.14192039,-0.24592292
0.4449153,0.12138486,-0.049859703,1.3406408,-4.8945007,-1.1615989,-0.27670532,0.061213985,0.029054232,-0.7870384,-0.32681325,0.011776495,0.1868564,-0.26912278
0.44478464,0.122704506,-0.057605326,1.3298055,-4.9003243,-1.1661222,-0.277921,0.058210954,0.025556969,-0.78472996,-0.34278157,0.00056223606,0.19480695,-0.27840224
0.4453907,0.140939,-0.06403971,1.3134028,-4.926403,-1.1554711,-0.27620465,0.057473376,0.009299949,-0.77862114,-0.41493854,-0.013603028,0.1838034,-0.27376273
0.44407046,0.16275597,-0.01807797,1.3274046,-4.923118,-1.1301118,-0.26499522,0.047151968,-0.004649587,-0.7808365,-0.3880123,-0.022695092,0.1762866,-0.27840224
0.4359461,0.11255348,-0.012215972,1.321508,-4.875524,-1.1155921,-0.2307449,0.037527204,0.007418981,-0.7093971,-0.29383442,-0.0005168555,0.1081,-0.27608225
0.43716002,0.0921818,-0.040200055,1.334142,-4.869003,-1.1399523,-0.24724449,0.06668082,0.02592325,-0.72318965,-0.28348494,0.017160019,0.09474529,-0.26912278
0.43850398,0.07408965,-0.018489659,1.3568028,-4.8362,-1.1460179,-0.2561601,0.06418033,0.03330473,-0.7236063,-0.1762894,0.044801675,0.13555512,-0.24592292
0.436908,0.068228364,-0.015918136,1.3433161,-4.8324175,-1.1389451,-0.24268387,0.047299653,0.011803732,-0.6982238,-0.15840535,0.035334606,0.13168702,-0.23896292
0.43829286,0.09925699,-0.002669692,1.3625757,-4.849287,-1.1320858,-0.24382438,0.041500255,-0.009446155,-0.7443163,-0.1697189,0.030056786,0.122447416,-0.24592292
0.43581676,0.08285105,0.010443509,1.3881218,-4.828601,-1.1358489,-0.24417002,0.06036754,-0.019094337,-0.7370353,-0.10652669,0.038780842,0.088249356,-0.24592292
0.4405868,0.06003511,-0.015322328,1.3644497,-4.825329,-1.183665,-0.21276475,0.14258136,0.035589777,-0.77162325,-0.016705472,0.039809622,0.23494516,-0.25752285
0.4428959,0.08362925,-0.020351648,1.361673,-4.8467226,-1.189157,-0.22677511,0.15471736,0.04949251,-0.80035764,-0.06841572,0.03200841,0.25420064,-0.27376273
0.44431627,0.1283871,-0.024914622,1.3332689,-4.8953,-1.1740483,-0.20871377,0.14622983,0.020670228,-0.8215259,-0.16724014,0.0051987134,0.2731399,-0.28304225
0.44409764,0.14229119,-0.010927975,1.3119262,-4.902167,-1.1638083,-0.2116254,0.12914686,0.018971574,-0.7999362,-0.19220778,-0.024262365,0.29298627,-0.2876822
0.43867016,0.15895712,0.013369501,1.3284949,-4.9073806,-1.1111906,-0.2292383,0.07072127,-0.032305196,-0.7480913,-0.28099832,-0.012867491,0.14074571,-0.28304225
0.4347726,0.1278342,0.016444921,1.3158389,-4.877436,-1.1032908,-0.21960786,0.04729919,-0.031629883,-0.6906978,-0.22517772,0.0036004032,0.12407337,-0.27376273
0.43007755,0.06267154,0.0034586787,1.3324579,-4.8109527,-1.115707,-0.27702624,0.0042393357,0.00091045164,-0.613342,-0.15973724,0.030857507,0.037992366,-0.27144277
0.43092394,0.072503686,-0.0020740032,1.3364557,-4.8198214,-1.1170712,-0.2773021,0.008380994,0.0076156184,-0.6394397,-0.17569171,0.038676277,0.04249586,-0.24824288
0.4322747,0.09140825,-0.0012908578,1.3035505,-4.8374624,-1.1198614,-0.24315166,0.012536354,0.014317332,-0.66111153,-0.16927505,0.009818968,0.12058385,-0.24128288
0.43355668,0.12361002,0.010485649,1.3112284,-4.8584924,-1.1070786,-0.23303266,0.012441665,0.0045356024,-0.700958,-0.19161221,0.012146918,0.12680085,-0.24360284
0.43010306,0.123462915,0.0024542809,1.3259937,-4.856325,-1.110454,-0.24798687,0.0004624501,-0.0032570027,-0.7091305,-0.21505252,0.0019145075,0.054245017,-0.24824288
0.43111598,0.10623443,-0.03725493,1.3067958,-4.8580008,-1.1363047,-0.27250051,0.011662155,0.029338062,-0.7002302,-0.25272608,0.004928585,0.069698766,-0.2598428
0.43676198,0.121294856,-0.040332735,1.2905756,-4.879459,-1.1433626,-0.297525,0.03376299,0.04033666,-0.69410056,-0.30502868,0.0042685308,0.13460681,-0.27376273
0.4369005,0.13056529,-0.05272782,1.2642759,-4.8940763,-1.1414386,-0.29296464,0.015542425,0.03689627,-0.6897339,-0.3446434,-0.008480172,0.1568149,-0.28304225
0.4354992,0.17625618,-0.06300247,1.2559681,-4.942176,-1.112302,-0.31644407,-0.025492892,-0.0022147521,-0.6913837,-0.5269,-0.034583885,0.05719401,-0.2876822
0.43422318,0.18270767,-0.03821218,1.2784475,-4.9346185,-1.0997432,-0.30447343,-0.023741782,-0.014250882,-0.7051697,-0.48630872,-0.023302194,0.03708893,-0.2876822
0.4301889,0.13357985,-0.03551328,1.2770327,-4.890472,-1.1046529,-0.2762537,-0.0034967065,0.008987534,-0.6602577,-0.3664226,0.0012786452,0.031577945,-0.26680273
0.4312433,0.12437832,-0.05619496,1.2934856,-4.890017,-1.1201146,-0.28115767,0.019400194,0.016856967,-0.6884517,-0.35627723,0.023133004,0.017686658,-0.26680273
0.43424976,0.11200857,-0.049398124,1.3121996,-4.8691773,-1.1518793,-0.28541356,0.047538206,0.035761137,-0.728609,-0.24774751,0.024789957,0.0976817,-0.24824288
0.4335984,0.11847758,-0.044717014,1.2929522,-4.8732224,-1.1379669,-0.2723898,0.023893982,0.024027389,-0.70987755,-0.25193852,0.020182543,0.10557875,-0.24128288
0.4356259,0.16568232,-0.02773571,1.3102808,-4.9053955,-1.1251211,-0.25826645,0.02459675,-0.0066852216,-0.7754065,-0.27869835,0.014674098,0.109716326,-0.23896292
0.43372464,0.14920437,-0.021173835,1.3282367,-4.8890996,-1.1309173,-0.25761497,0.040832758,-0.020786952,-0.76475996,-0.2253294,0.018764187,0.08016184,-0.2528828
0.43807828,0.13416886,-0.040647805,1.3100928,-4.8862,-1.1761367,-0.24960412,0.105174735,0.02786953,-0.794329,-0.15835208,0.011868331,0.21202834,-0.25752285
0.44025445,0.15518737,-0.042647183,1.3038423,-4.904025,-1.178357,-0.2618705,0.111297145,0.041854862,-0.8129272,-0.20452173,0.004998724,0.23123653,-0.27608225
0.4415164,0.19291127,-0.06245345,1.2736948,-4.957197,-1.1600341,-0.23471722,0.10915698,0.009774153,-0.8310073,-0.3189952,-0.0015619547,0.23268111,-0.27840224
0.44097984,0.21424961,-0.03146726,1.27034,-4.963433,-1.1436212,-0.22990257,0.09906149,-0.008093039,-0.8237724,-0.3207727,-0.031323835,0.23858427,-0.2876822
0.43569148,0.2255336,-0.0052856803,1.2891822,-4.959203,-1.1102276,-0.23306838,0.06281179,-0.04216239,-0.79963434,-0.3452122,-0.029932879,0.13407421,-0.28536224
0.4332279,0.19190466,-0.014354646,1.2832451,-4.9325175,-1.1108363,-0.22722289,0.05175607,-0.03776713,-0.75844824,-0.29270208,-0.0062778043,0.11427346,-0.26216277
0.4314406,0.14082646,-0.007368326,1.2974607,-4.873686,-1.1226674,-0.2659336,0.030808821,-0.0072983634,-0.70058537,-0.19372094,0.016929934,0.100197986,-0.26448277
0.431134,0.14372945,-0.014940798,1.287517,-4.87836,-1.1229709,-0.2653001,0.02346176,-0.0018380601,-0.7030435,-0.21046244,0.01787782,0.10946332,-0.24824288
0.4298998,0.15846682,-0.01872456,1.2566309,-4.8906965,-1.1094644,-0.25772467,-0.010003492,-0.00082359836,-0.6879988,-0.25523,-0.0002319683,0.11231971,-0.24360284
0.43172312,0.18136561,-0.00972563,1.2709298,-4.905584,-1.1066697,-0.2574551,0.0018217936,-0.004590554,-0.72682077,-0.26997206,-0.0017339564,0.11383496,-0.22968294
0.42758834,0.18534482,-0.027859747,1.2672168,-4.912382,-1.1062071,-0.2653144,-0.01798746,-0.004946269,-0.7288369,-0.32744798,-0.01587467,0.044945993,-0.24360284
0.42966485,0.17050683,-0.067074776,1.2552934,-4.9154243,-1.13655,-0.29835814,0.0047167465,0.03529693,-0.7298129,-0.36945254,-0.014189452,0.0601483,-0.25520277
0.43488383,0.17994595,-0.079375565,1.2460101,-4.9363966,-1.1432114,-0.30909437,0.03179519,0.04412798,-0.7389192,-0.4105607,0.0064056963,0.11528674,-0.26216277
0.4346341,0.18402433,-0.09276235,1.2255155,-4.948064,-1.1454014,-0.3042122,0.020650148,0.033476513,-0.7345133,-0.43713695,-0.007834487,0.12895505,-0.26912278
0.43533432,0.22619629,-0.08443487,1.2322805,-4.980721,-1.1271039,-0.327101,-0.0057392344,0.003399009,-0.75593275,-0.5410637,-0.029756078,0.082933456,-0.28536224
0.43172288,0.21884811,-0.0503667,1.2468666,-4.9583054,-1.1109657,-0.31396925,-0.01381214,-0.014903955,-0.73135346,-0.474286,-0.027596507,0.056182534,-0.27840224
0.42727947,0.15096831,-0.06281936,1.2423501,-4.9059706,-1.1165316,-0.29413944,0.0056253374,0.01691094,-0.66059667,-0.36351967,0.014047117,0.024835572,-0.25752285
0.42822552,0.16118872,-0.062820375,1.2545339,-4.9114456,-1.1137222,-0.29216772,0.012758061,0.02420593,-0.6895147,-0.3644708,0.032854334,0.021001786,-0.2598428
0.4295379,0.16338885,-0.060272515,1.2647362,-4.9024105,-1.1384366,-0.28013125,0.02221419,0.037697185,-0.7485819,-0.2835507,0.021547474,0.08614051,-0.24824288
0.42885852,0.15574634,-0.069447696,1.2545809,-4.9011006,-1.140756,-0.27731296,0.018646576,0.029880498,-0.73348576,-0.27723497,0.018241704,0.08356729,-0.24128288
0.43275785,0.18856037,-0.053990185,1.2832394,-4.919816,-1.1420307,-0.2785554,0.03334731,0.012877503,-0.8010182,-0.2696261,0.024473285,0.10810302,-0.22736298
0.43103933,0.17237055,-0.06036806,1.2969848,-4.9092035,-1.152165,-0.27647904,0.04862632,0.0013189483,-0.8005195,-0.23156105,0.033978414,0.08396575,-0.24592292
0.43755567,0.16843557,-0.07401526,1.2827536,-4.91687,-1.1988491,-0.26470444,0.12846576,0.040195063,-0.8457263,-0.16488843,0.021771705,0.23456259,-0.2598428
0.4395188,0.19082832,-0.074680984,1.277084,-4.9347053,-1.1985961,-0.2744925,0.132025,0.054276943,-0.86688906,-0.2101471,0.017135255,0.25391096,-0.27144277
0.44119954,0.22766066,-0.083729565,1.2440319,-4.9847155,-1.1884353,-0.24018407,0.14935195,0.028020604,-0.8869323,-0.29773542,-0.0144846365,0.28208882,-0.26912278
0.44128215,0.245942,-0.066195846,1.2461075,-4.991468,-1.1767265,-0.23679201,0.14449982,0.024603317,-0.8973226,-0.30398747,-0.02230281,0.28685772,-0.28536224
0.43526447,0.2448076,-0.032844543,1.2525573,-4.9761896,-1.1450524,-0.23639894,0.11261915,-0.0048045292,-0.84267795,-0.3005675,-0.029921832,0.20673059,-0.28304225
0.43302476,0.20925784,-0.04669875,1.2386856,-4.949712,-1.1463256,-0.23267163,0.09656578,0.005853057,-0.79463387,-0.25734434,-0.0058042146,0.1932696,-0.26448277
0.4301437,0.16110063,-0.047584414,1.2586824,-4.8974714,-1.1403911,-0.28687757,0.051269233,0.020827334,-0.7188012,-0.21787898,0.040523082,0.11536582,-0.26680273
0.4292736,0.16648567,-0.04011029,1.252682,-4.899949,-1.1356994,-0.2809468,0.042332456,0.008821026,-0.71464914,-0.2187026,0.026976502,0.118560135,-0.25752285
0.4276415,0.18476093,-0.04549551,1.2282135,-4.9109344,-1.1329035,-0.27808958,0.0068846717,0.012716664,-0.72272027,-0.2535024,-0.006528335,0.12350473,-0.25056285
0.42833436,0.20099568,-0.024012566,1.2512984,-4.9137673,-1.1250743,-0.27569574,0.019507155,0.006413184,-0.7497231,-0.23657236,-0.0030493466,0.1114438,-0.24360284
0.42465937,0.1762774,-0.038453937,1.2459778,-4.902341,-1.130161,-0.25231668,0.044520438,0.017831132,-0.7332421,-0.2084568,0.0069752233,0.08559348,-0.26216277
0.42782176,0.16882062,-0.07824916,1.2377433,-4.913378,-1.1654084,-0.2901652,0.077063516,0.054820653,-0.7475187,-0.26408973,-0.0014175291,0.10393447,-0.28536224
0.43450046,0.19155526,-0.08701593,1.2338734,-4.947528,-1.1741495,-0.2948079,0.12083487,0.051128328,-0.7793388,-0.30826733,0.015341537,0.17730774,-0.29000217
0.43356407,0.18794322,-0.09462148,1.2155548,-4.949513,-1.1719816,-0.28576833,0.10433869,0.03932193,-0.76367384,-0.3126657,0.00612129,0.18354036,-0.28536224
0.4343425,0.24415338,-0.07034373,1.217813,-4.9886994,-1.1427283,-0.2990368,0.067748845,-0.0046398602,-0.7857174,-0.41843855,-0.024944203,0.1532555,-0.30392206
0.4296931,0.22278321,-0.033934116,1.2208915,-4.952635,-1.1255567,-0.29293233,0.051384076,-0.011716198,-0.72440857,-0.33985853,-0.025591157,0.12733342,-0.30392206
0.42304277,0.15026987,-0.056992173,1.2246585,-4.89914,-1.1248488,-0.28984606,0.05283521,0.012915616,-0.64137584,-0.2697339,0.023495473,0.029447183,-0.28304225
0.42422867,0.154894,-0.058015585,1.2349288,-4.9010534,-1.1274616,-0.29536724,0.063174695,0.024859136,-0.6621412,-0.2717025,0.033692263,0.027516179,-0.27376273
0.425529,0.14840925,-0.060305893,1.2314551,-4.888725,-1.1490533,-0.2780239,0.07116142,0.046009585,-0.69972175,-0.18843262,0.03127745,0.10602026,-0.26680273
0.42585278,0.1583718,-0.061897695,1.2191563,-4.8991203,-1.1456964,-0.2754858,0.064817205,0.038284935,-0.6981093,-0.20676565,0.019185768,0.11545925,-0.26216277
0.42711318,0.19197011,-0.048606873,1.2498815,-4.919421,-1.1365615,-0.27618262,0.06604047,0.010001221,-0.7536924,-0.22664368,0.024838667,0.08445573,-0.24824288
0.42595255,0.16702104,-0.06976122,1.257195,-4.9074554,-1.155766,-0.28306878,0.08514559,0.011509906,-0.7477398,-0.19896397,0.03673723,0.06498732,-0.26448277
0.4325478,0.16839743,-0.07763535,1.2489675,-4.913842,-1.1986722,-0.2725142,0.15705082,0.05371343,-0.80365694,-0.12955678,0.03119411,0.21672253,-0.29000217
0.43293023,0.18135786,-0.081230104,1.240175,-4.9253964,-1.2004884,-0.28009972,0.15792659,0.06315154,-0.81163996,-0.16288358,0.025710981,0.23118,-0.28536224
