latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,target,split
0.98894745,0.6044063,0.029750988,1.1388608,1.8694075,-1.5563818,0.02904518,0.11497259,-0.017956555,-1.4575688,0.05777523,-0.96553475,-1.8296696,-1.9036108,0.6415613,1.2574933,-0.3063091,-0.46913928,0.6331663,0.9435505,0.009602539,-0.85638404,-1.4670379,0.5872499,1.4267199,0.88854045,train
0.9889292,0.6044031,0.029768474,1.1388484,1.8694086,-1.556376,0.029037476,0.11498073,-0.01796037,-1.4575744,0.057776093,-0.96555096,-1.8296678,-1.9035968,0.6415667,1.257491,-0.30632746,-0.46913606,0.63315034,0.9435519,0.009618871,-0.8563825,-1.4670486,0.58726704,1.4267426,0.88854045,train
0.9889259,0.6044002,0.029770195,1.1388496,1.8694053,-1.556376,0.029039875,0.11498156,-0.01796107,-1.4575775,0.057778314,-0.965555,-1.829668,-1.9035944,0.6415668,1.2574891,-0.30632725,-0.46913648,0.633149,0.9435544,0.009623326,-0.85638225,-1.467049,0.58726674,1.4267479,0.88854045,train
0.9889268,0.60439867,0.029770046,1.1388577,1.8694032,-1.556376,0.029037401,0.11497453,-0.017960489,-1.457582,0.057776645,-0.96555656,-1.8296643,-1.9035954,0.64156795,1.2574892,-0.3063278,-0.46912885,0.63314676,0.9435548,0.009623848,-0.8563823,-1.467046,0.5872652,1.4267471,0.88854045,train
0.98893183,0.604401,0.029773012,1.1388584,1.8694068,-1.5563747,0.029035494,0.11496642,-0.017962247,-1.4575806,0.057774916,-0.965555,-1.8296639,-1.9035978,0.64156157,1.2574925,-0.3063236,-0.46912563,0.633155,0.9435504,0.009619661,-0.8563837,-1.467045,0.5872642,1.4267389,0.88854045,train
0.9889255,0.6044001,0.02977591,1.1388545,1.8694078,-1.5563755,0.029036596,0.114971906,-0.017963052,-1.4575791,0.057775572,-0.96555763,-1.8296639,-1.9035951,0.64156085,1.2574908,-0.3063282,-0.46912873,0.6331527,0.94355243,0.009625308,-0.85638386,-1.4670471,0.58726966,1.4267423,0.88854045,train
0.98892087,0.60439724,0.0297826,1.1388582,1.869405,-1.556373,0.029036611,0.1149676,-0.017964989,-1.457587,0.05777371,-0.9655672,-1.8296598,-1.9035921,0.6415606,1.2574909,-0.30633217,-0.46912062,0.63314927,0.94355404,0.009633802,-0.8563847,-1.467049,0.58727455,1.4267461,0.88854045,train
0.988933,0.6044021,0.029769309,1.1388633,1.8694074,-1.5563745,0.02903977,0.1149614,-0.017962351,-1.4575815,0.057773486,-0.965553,-1.829662,-1.9036019,0.6415582,1.2574933,-0.3063215,-0.4691239,0.63316023,0.9435491,0.0096198395,-0.85638547,-1.4670419,0.58726275,1.4267333,0.88854045,train
0.9889216,0.60439545,0.029781446,1.138862,1.8694066,-1.5563717,0.029032603,0.11496362,-0.017964274,-1.4575891,0.05777119,-0.9655648,-1.8296585,-1.903594,0.64156085,1.2574904,-0.30633515,-0.46911627,0.6331459,0.94355464,0.009633042,-0.8563837,-1.4670457,0.5872746,1.4267488,0.88854045,train
0.98893124,0.6043957,0.029773034,1.1388681,1.869406,-1.5563726,0.029033199,0.11495988,-0.017961085,-1.4575846,0.057770163,-0.9655568,-1.8296591,-1.9036022,0.6415547,1.2574929,-0.30632457,-0.4691183,0.6331533,0.9435548,0.009623222,-0.85638565,-1.4670398,0.5872686,1.426739,0.88854045,train
0.9889198,0.60438836,0.02978824,1.1388717,1.8694031,-1.5563681,0.029024228,0.114957675,-0.017965138,-1.4575968,0.057767197,-0.9655716,-1.8296536,-1.9035932,0.6415571,1.2574897,-0.30634055,-0.46910584,0.6331372,0.9435614,0.009639896,-0.85638344,-1.467043,0.5872804,1.426755,0.88854045,train
0.98890907,0.60439533,0.029791877,1.1388532,1.8694104,-1.5563626,0.029024407,0.114967376,-0.017969415,-1.4575875,0.057772726,-0.9655692,-1.8296609,-1.9035844,0.641562,1.2574903,-0.3063537,-0.46911943,0.63313615,0.9435542,0.009642057,-0.85638314,-1.4670506,0.5872872,1.426766,0.88854045,train
0.9888976,0.6044065,0.029804751,1.1388311,1.8694222,-1.5563579,0.02902095,0.114972904,-0.01797703,-1.4575753,0.057774454,-0.96557134,-1.8296682,-1.9035722,0.64156884,1.2574953,-0.30637097,-0.4691286,0.63313925,0.94354457,0.00964088,-0.85638124,-1.4670612,0.58729607,1.4267709,0.88854045,train
0.9889203,0.6044196,0.029776834,1.1388305,1.8694278,-1.5563645,0.029033616,0.114974484,-0.017972738,-1.4575568,0.05777502,-0.96554565,-1.8296753,-1.9035907,0.6415719,1.2574997,-0.30635065,-0.4691434,0.6331619,0.9435372,0.009612687,-0.856386,-1.4670497,0.5872745,1.4267395,0.88854045,train
0.988929,0.6044211,0.029765174,1.1388346,1.869431,-1.5563701,0.02904132,0.11497259,-0.017972723,-1.4575533,0.057771042,-0.96553296,-1.829675,-1.9035999,0.6415775,1.2574991,-0.3063398,-0.46914768,0.63316894,0.9435364,0.009602644,-0.8563887,-1.4670429,0.587264,1.4267269,0.88854045,train
0.9889206,0.6044124,0.02976875,1.1388402,1.8694288,-1.5563706,0.029035538,0.114972964,-0.01797019,-1.4575598,0.05776614,-0.9655396,-1.8296682,-1.903599,0.64157945,1.2574956,-0.306347,-0.46914065,0.63315296,0.9435452,0.009614162,-0.8563868,-1.4670422,0.5872738,1.4267378,0.88854045,train
0.988928,0.60440093,0.029765576,1.1388576,1.86942,-1.5563757,0.029034436,0.11496471,-0.017965108,-1.4575716,0.057762146,-0.9655429,-1.8296591,-1.9036096,0.6415708,1.2574909,-0.30633122,-0.4691276,0.63314867,0.9435559,0.009615801,-0.85638803,-1.4670335,0.5872718,1.426736,0.88854045,train
0.9889181,0.60439736,0.029784702,1.1388599,1.8694153,-1.5563698,0.02903296,0.1149586,-0.017970249,-1.4575866,0.05776146,-0.9655645,-1.8296527,-1.9035989,0.64157015,1.2574915,-0.3063391,-0.46911502,0.63314116,0.94355553,0.009631626,-0.85638803,-1.4670389,0.5872813,1.4267447,0.88854045,train
0.98894435,0.60440874,0.029756427,1.1388661,1.8694156,-1.5563753,0.029039964,0.114956126,-0.017962381,-1.4575725,0.05776693,-0.9655371,-1.8296607,-1.9036144,0.6415641,1.2574964,-0.30631232,-0.4691289,0.633165,0.94354486,0.0096003935,-0.85638964,-1.4670305,0.58725595,1.4267211,0.88854045,train
0.9889155,0.604401,0.02979029,1.1388425,1.8694173,-1.5563658,0.029026285,0.11497001,-0.017971039,-1.4575781,0.057768404,-0.9655661,-1.829662,-1.9035876,0.6415701,1.2574933,-0.3063469,-0.46912366,0.6331397,0.94354934,0.009629495,-0.856384,-1.467051,0.587287,1.4267566,0.88854045,train
0.98893017,0.6044037,0.029771201,1.1388463,1.8694161,-1.5563701,0.029035926,0.11496848,-0.01796636,-1.4575695,0.05777286,-0.965549,-1.8296663,-1.9035995,0.64156324,1.2574939,-0.3063267,-0.4691338,0.63315713,0.9435464,0.009613313,-0.8563874,-1.4670451,0.58727175,1.4267418,0.88854045,train
