latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,target,split
0.0,0.0,0.0,1.3059868,0.0,0.0,0.0,0.19467044,0.0,0.0,0.0,0.0,4.213006,0.0,6.526056,0.0,0.0,0.0,1.0431437,0.0,0.0,0.0,0.0,0.0,4.6426363,0.88854045,train
0.0,0.0,0.0,1.3062956,0.0,0.0,0.0,0.19276784,0.0,0.0,0.0,0.0,4.211011,0.0,6.524552,0.0,0.0,0.0,1.0420536,0.0,0.0,0.0,0.0,0.0,4.641367,0.88854045,train
0.0,0.0,0.0,1.3061455,0.0,0.0,0.0,0.19274974,0.0,0.0,0.0,0.0,4.21108,0.0,6.524691,0.0,0.0,0.0,1.042129,0.0,0.0,0.0,0.0,0.0,4.6414375,0.88854045,train
0.0,0.0,0.0,1.3066356,0.0,0.0,0.0,0.19476816,0.0,0.0,0.0,0.0,4.213235,0.0,6.526344,0.0,0.0,0.0,1.0429181,0.0,0.0,0.0,0.0,0.0,4.642469,0.88854045,train
0.0,0.0,0.0,1.3064944,0.0,0.0,0.0,0.19548972,0.0,0.0,0.0,0.0,4.213106,0.0,6.525871,0.0,0.0,0.0,1.042838,0.0,0.0,0.0,0.0,0.0,4.6418295,0.88854045,train
0.0,0.0,0.0,1.3063256,0.0,0.0,0.0,0.19560093,0.0,0.0,0.0,0.0,4.213567,0.0,6.5253434,0.0,0.0,0.0,1.0430114,0.0,0.0,0.0,0.0,0.0,4.641833,0.88854045,train
0.0,0.0,0.0,1.3063091,0.0,0.0,0.0,0.19670713,0.0,0.0,0.0,0.0,4.214225,0.0,6.5258255,0.0,0.0,0.0,1.0430816,0.0,0.0,0.0,0.0,0.0,4.641784,0.88854045,train
0.0,0.0,0.0,1.3061433,0.0,0.0,0.0,0.1947101,0.0,0.0,0.0,0.0,4.2130904,0.0,6.526089,0.0,0.0,0.0,1.0430365,0.0,0.0,0.0,0.0,0.0,4.6425586,0.88854045,train
0.0,0.0,0.0,1.3061022,0.0,0.0,0.0,0.1933972,0.0,0.0,0.0,0.0,4.212413,0.0,6.5258837,0.0,0.0,0.0,1.0433226,0.0,0.0,0.0,0.0,0.0,4.642987,0.88854045,train
0.0,0.0,0.0,1.3059877,0.0,0.0,0.0,0.19489905,0.0,0.0,0.0,0.0,4.213168,0.0,6.525922,0.0,0.0,0.0,1.0428128,0.0,0.0,0.0,0.0,0.0,4.6422524,0.88854045,train
0.0,0.0,0.0,1.3063174,0.0,0.0,0.0,0.19471663,0.0,0.0,0.0,0.0,4.212955,0.0,6.525878,0.0,0.0,0.0,1.0429493,0.0,0.0,0.0,0.0,0.0,4.6424837,0.88854045,train
0.0,0.0,0.0,1.3058566,0.0,0.0,0.0,0.19485854,0.0,0.0,0.0,0.0,4.213086,0.0,6.5259,0.0,0.0,0.0,1.0428988,0.0,0.0,0.0,0.0,0.0,4.6423297,0.88854045,train
0.0,0.0,0.0,1.3061727,0.0,0.0,0.0,0.19549069,0.0,0.0,0.0,0.0,4.212963,0.0,6.5254607,0.0,0.0,0.0,1.0428851,0.0,0.0,0.0,0.0,0.0,4.641782,0.88854045,train
0.0,0.0,0.0,1.3061432,0.0,0.0,0.0,0.19471017,0.0,0.0,0.0,0.0,4.2130904,0.0,6.526089,0.0,0.0,0.0,1.0430365,0.0,0.0,0.0,0.0,0.0,4.6425586,0.88854045,train
0.0,0.0,0.0,1.3058245,0.0,0.0,0.0,0.19487044,0.0,0.0,0.0,0.0,4.2131577,0.0,6.5259676,0.0,0.0,0.0,1.0429127,0.0,0.0,0.0,0.0,0.0,4.6423264,0.88854045,train
